fluid,T,P,Tc,Pc,omega,rho_PR,rho_CP,rho_dev_pct,Cp_PR,Cp_CP,Cp_dev_pct,in_two_phase
水,460,5.6,647.1,22.064,0.344,45.001106181379335,882.6263054641112,-94.90145422782109,26.376431517843777,4.412254609700696,497.7993985173266,0
水,460,6.1,647.1,22.064,0.344,725.6234735629326,882.9667065583666,-17.819837580142455,18.65047532851383,4.409936777333155,322.9193358139804,0
水,460,6.6,647.1,22.064,0.344,725.8505335858177,883.3061640692827,-17.825713992313403,18.59763212805405,4.407632925682635,321.94149198968813,0
水,460,7.1,647.1,22.064,0.344,726.0768513958388,883.6446848887439,-17.831582782930873,18.545159160030597,4.405342902911601,320.9697081190579,0
水,460,7.6,647.1,22.064,0.344,726.3024350811337,883.9822758257997,-17.837443697314452,18.492970223259594,4.403066559578384,320.0020593154601,0
水,460,8.1,647.1,22.064,0.344,726.5272862324442,884.3189436080381,-17.843297208109206,18.441297685485974,4.400803748588152,319.0438551458295,0
水,460,8.6,647.1,22.064,0.344,726.7514096438931,884.6546948829504,-17.849143417472014,18.389620357058693,4.398554325144357,318.0832836810572,0
水,460,9.1,647.1,22.064,0.344,726.9748112122447,884.9895362192807,-17.854982295280315,18.338457752159318,4.396318146702005,317.1321806160984,0
水,460,9.6,647.1,22.064,0.344,727.1974964882639,885.3234741083013,-17.860813843132533,18.287468726382066,4.394095072921817,316.1828185984598,0
水,460,10.1,647.1,22.064,0.344,727.4194674297191,885.6565149651337,-17.866638461034075,18.236857047041553,4.391884965625543,315.23986146672786,0
水,470,0.1,647.1,22.064,0.344,0.4631026769368793,0.46346622325863074,-0.07844073710385133,1.9888679109979954,1.9750631863618169,0.6989510376935162,0
水,470,0.6,647.1,22.064,0.344,2.8448455302635307,2.8618958150305995,-0.5957688843011402,2.2143984626847453,2.202198974006279,0.553968502504245,0
水,470,1.1,647.1,22.064,0.344,5.347935491701275,5.423699017993987,-1.3968976899594592,2.485223121262619,2.5355606449929975,-1.9852620693486704,0
